Date,Buy-and-Hold SPY,Regime-Based Allocation_econ,Regime-Based Allocation_market
2007-08-01,-0.033223954748687334,-0.03322395474868711,-0.03322395474868722
2007-09-01,-0.0005370853784744112,-0.0005370853784741891,-0.0005370853784741891
2007-10-01,0.0,0.0,0.0
2007-11-01,-0.03873239702569453,-0.03873239702569464,
2007-12-01,-0.05457461900576377,-0.05457461900576399,
2008-01-01,-0.10702156572702859,,
2008-02-01,-0.13009864250429626,,
2008-03-01,-0.14212455359359066,,
2008-04-01,-0.0967866703497704,,
2008-05-01,-0.0831334370562411,,
2008-06-01,-0.16394316786625007,,
2008-07-01,-0.16731151883886353,,
2008-08-01,-0.15444324535287912,,
2008-09-01,-0.23848008655431552,,
2008-10-01,-0.36059331480932566,,
2008-11-01,-0.40510009645145584,,
2008-12-01,-0.4041097644619336,,
2009-01-01,-0.4486006848623263,,
2009-02-01,-0.5078480874809965,,
2009-03-01,-0.470635520131658,,0.0
2009-04-01,-0.413879946055299,,0.0
2009-05-01,-0.3796191832586586,,0.0
2009-06-01,-0.383507796692938,,-0.006268107151838009
2009-07-01,-0.33377168037771454,0.0,0.0
2009-08-01,-0.3091614875592591,0.0,0.0
2009-09-01,-0.2880572471352434,0.0,0.0
2009-10-01,-0.29841882645624895,-0.014553950130557713,-0.014553950130557824
2009-11-01,-0.2551962560877813,0.0,0.0
2009-12-01,-0.24503469320478988,0.0,0.0
2010-01-01,-0.26855519811686546,-0.031154418223426683,-0.03115441822342646
2010-02-01,-0.24573794358520218,-0.0009315002611147705,-0.0009315002611146594
2010-03-01,-0.20310045391303344,0.0,0.0
2010-04-01,-0.18744005257417984,0.0,0.0
2010-05-01,-0.252001348823518,-0.07945419467679604,-0.07945419467679582
2010-06-01,-0.29406199740548533,-0.13121732761882066,-0.13121732761882055
2010-07-01,-0.24225842659365826,-0.06746379044788298,-0.06746379044788298
2010-08-01,-0.2763417632056683,-0.10940941762282008,-0.10940941762281997
2010-09-01,-0.21573355530832172,-0.034820203510861236,-0.034820203510861014
2010-10-01,-0.18141387932808495,0.0,0.0
2010-11-01,-0.18141387932808495,0.0,0.0
2010-12-01,-0.13125822973573598,0.0,0.0
2011-01-01,-0.10634111159015291,0.0,0.0
2011-02-01,-0.07529818962808021,0.0,0.0
2011-03-01,-0.07918680306235992,-0.0042052620538456376,-0.004205262053845749
2011-04-01,-0.04840281072189789,0.0,0.0
2011-05-01,-0.05907454254908617,-0.011214547444475031,
2011-06-01,-0.07951123755244482,-0.032690751066789425,
2011-07-01,-0.09345306304953516,-0.047341724876061475,
2011-08-01,-0.14329093850006125,-0.09971459441798813,
2011-09-01,-0.20686773914752954,-0.16652521698371747,
2011-10-01,-0.11574826987154452,-0.07077097316852743,0.0
2011-11-01,-0.11934190540753753,-0.07454739829512869,-0.0040640412832111394
2011-12-01,-0.11574826987154452,-0.07077097316852743,0.0
2012-01-01,-0.06887370009056082,-0.021512137277530763,0.0
2012-02-01,-0.028457470895480563,0.0,0.0
2012-03-01,-0.0015845449159134217,0.0,0.0
2012-04-01,-0.0039030327449509628,-0.0023221674075971643,-0.0023221674075971643
2012-05-01,-0.06372442692338065,-0.06223850170892442,-0.06223850170892442
2012-06-01,-0.03075165188653095,-0.02921339691016822,-0.02921339691016822
2012-07-01,-0.014204668931597886,-0.012640152905707747,-0.012640152905707858
2012-08-01,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0
2012-10-01,-0.012956802817829294,-0.012956802817829405,-0.012956802817829294
2012-11-01,-0.007371231961588065,-0.007371231961588176,-0.007371231961587954
2012-12-01,-0.005555190233002771,-0.00555519023300266,-0.00555519023300266
2013-01-01,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0
2013-06-01,-0.01853770421498291,-0.01853770421498324,-0.01853770421498313
2013-07-01,0.0,0.0,0.0
2013-08-01,-0.029992446888815527,-0.029992446888815527,-0.029992446888815527
2013-09-01,-0.004149706645436568,-0.004149706645436568,-0.004149706645436457
2013-10-01,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0
2014-01-01,-0.03001084869557835,-0.03001084869557824,-0.03001084869557835
2014-02-01,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0
2014-07-01,-0.008710038836307166,-0.008710038836307166,-0.008710038836307166
2014-08-01,0.0,0.0,0.0
2014-09-01,-0.018384713568282418,-0.018384713568282307,-0.018384713568282418
2014-10-01,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0
2014-12-01,-0.008011331123203291,-0.00801133112320318,-0.00801133112320318
2015-01-01,-0.0320904099443301,-0.03209040994432999,-0.03209040994432999
2015-02-01,0.0,0.0,0.0
2015-03-01,-0.020079683672733495,-0.020079683672733606,-0.020079683672733495
2015-04-01,-0.006025997762409641,-0.006025997762409641,-0.0060259977624095296
2015-05-01,0.0,0.0,0.0
2015-06-01,-0.025054299777029,-0.025054299777029,-0.025054299777028777
2015-07-01,0.0,0.0,0.0
2015-08-01,-0.06094998046038058,-0.06094998046038058,-0.06094998046038058
2015-09-01,-0.0896436415814762,-0.08964364158147631,-0.08964364158147631
2015-10-01,-0.0070737880848961154,-0.0070737880848962265,-0.0070737880848962265
2015-11-01,-0.003444597419535622,-0.003444597419535733,-0.003444597419535844
2015-12-01,-0.026461394633266577,-0.02646139463326669,-0.0264613946332668
2016-01-01,-0.06942497960729055,-0.06942497960729066,-0.06942497960729077
2016-02-01,-0.0701937037327276,-0.0701937037327276,-0.07019370373272782
2016-03-01,-0.01274104937101983,-0.01274104937101983,-0.012741049371020163
2016-04-01,-0.003738249006600358,-0.003738249006600469,-0.0037382490066006913
2016-05-01,0.0,0.0,0.0
2016-06-01,-0.0017156682098230513,-0.0017156682098232734,-0.0017156682098232734
2016-07-01,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0
2016-09-01,-0.004968530823264206,-0.004968530823264428,-0.004968530823264317
2016-10-01,-0.017280316493349268,-0.017280316493349268,-0.017280316493349157
2016-11-01,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0
2017-03-01,-0.003087239395719643,-0.003087239395719532,-0.003087239395719532
2017-04-01,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0
2018-02-01,-0.03636059300112071,-0.03636059300112071,-0.03636059300112071
2018-03-01,-0.06651316865889989,-0.06651316865890011,-0.0665131686589
2018-04-01,-0.05793075370829359,-0.0579307537082937,-0.057930753708293814
2018-05-01,-0.035029660817800234,-0.035029660817800456,-0.03502966081780012
2018-06-01,-0.03381899285826262,-0.03381899285826273,-0.0338189928582624
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,-0.06489048301677403,-0.06489048301677391,-0.06489048301677403
2018-11-01,-0.04754469659210714,-0.04754469659210736,-0.04754469659210725
2018-12-01,-0.1364498096996195,-0.13644980969961962,-0.13644980969961962
2019-01-01,-0.06186273516007201,-0.061862735160072124,-0.0618627351600719
2019-02-01,-0.03145214629108617,-0.03145214629108639,-0.03145214629108628
2019-03-01,-0.018245406291575006,-0.018245406291575117,-0.018245406291575006
2019-04-01,0.0,0.0,0.0
2019-05-01,-0.06377126079863626,-0.06377126079863626,-0.06377126079863638
2019-06-01,-0.0034691421886944296,-0.0034691421886944296,-0.0034691421886944296
2019-07-01,0.0,0.0,0.0
2019-08-01,-0.016743683899580697,-0.016743683899580586,-0.016743683899580586
2019-09-01,-0.002219073498152646,-0.002219073498152757,-0.002219073498152535
2019-10-01,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0
2020-01-01,0.0,0.0,
2020-02-01,-0.0791660129026086,-0.07916601290260872,
2020-03-01,-0.19886271221591778,,
2020-04-01,-0.09182244038415743,,0.0
2020-05-01,-0.048551794173148366,-0.03529234386852831,0.0
2020-06-01,-0.0359210212654868,-0.022485547605467615,0.0
2020-07-01,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0
2020-09-01,-0.04128088217161563,-0.04128088217161563,-0.04128088217161574
2020-10-01,-0.06144336678935036,-0.061443366789350584,-0.061443366789350584
2020-11-01,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0
2021-01-01,-0.005971308260779851,-0.005971308260779851,-0.005971308260779851
2021-02-01,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-09-01,-0.049650033061088616,-0.04965003306108884,-0.04965003306108895
2021-10-01,0.0,0.0,0.0
2021-11-01,-0.008034841244320967,-0.008034841244320967,-0.008034841244320856
2021-12-01,0.0,0.0,0.0
2022-01-01,-0.049413411666298424,-0.049413411666298535,
2022-02-01,-0.07747174674029178,-0.07747174674029189,
2022-03-01,-0.04575819465662567,-0.04575819465662556,
2022-04-01,-0.12680676957813386,-0.12680676957813375,
2022-05-01,-0.12483562842533014,-0.12483562842533014,
2022-06-01,-0.20045597970594353,-0.2004559797059433,
2022-07-01,-0.1230560668662114,-0.12305606686621129,
2022-08-01,-0.15883718822786308,-0.15883718822786308,
2022-09-01,-0.23972229541140866,-0.23972229541140855,
2022-10-01,-0.1745534049910844,-0.1745534049910843,0.0
2022-11-01,-0.12866559846120018,-0.12866559846120018,0.0
2022-12-01,-0.18263245498876313,-0.18263245498876302,-0.06193587264803946
2023-01-01,-0.12724094908057682,-0.1272409490805766,0.0
2023-02-01,-0.14918448249891691,-0.1491844824989167,-0.025142716532384646
2023-03-01,-0.12099281883997104,-0.12099281883997082,0.0
2023-04-01,-0.10354224924714617,-0.10354224924714606,0.0
2023-05-01,-0.09940413002354964,-0.09940413002354953,0.0
2023-06-01,-0.04459472874323034,-0.044594728743230116,0.0
2023-07-01,-0.009655949404606456,-0.009655949404606123,0.0
2023-08-01,-0.025751068030893554,-0.02575106803089322,-0.016252047575396444
2023-09-01,-0.07522604195816107,-0.07522604195816074,-0.0662094072399726
2023-10-01,-0.09211045499511539,-0.09211045499511494,-0.0832584449221836
2023-11-01,-0.009180345460918726,-0.009180345460918282,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,-0.037337850921946525,-0.037337850921946525,-0.037337850921946525
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,-0.005883623874175736,-0.005883623874175625,-0.005883623874175625
2024-11-01,0.0,0.0,0.0
2024-12-01,-0.027333658594468346,-0.027333658594468124,-0.027333658594468124
2025-01-01,0.0,0.0,0.0
2025-02-01,-0.012694791369763592,-0.012694791369763592,-0.01269479136976348
2025-03-01,-0.07050279300058193,-0.07050279300058204,-0.07050279300058193
2025-04-01,-0.07578983110570747,-0.0757898311057077,-0.07578983110570736
2025-05-01,-0.01880791964231021,-0.018807919642310544,-0.0188079196423101
